ID,account_type,gender,age,Income,Emp_Tenure_Years,Tenure_with_Bank,region_code,NetBanking_Flag,Avg_days_between_transaction
5904,current,M,64,LOW,17.6,2,710,1,4
3494,current,M,222,LOW,80.8,5,575,1,4
12213,saving,M,223,MEDIUM,162.4,1,802,1,11
17278,current,F,47,LOW,10.8,6,633,1,6
17156,current,M,46,MEDIUM,23.4,3,369,1,14
491,current,M,32,MEDIUM,9.6,4,801,1,5
48,current,M,30,LOW,10,5,836,0,7
17389,current,M,47,MEDIUM,13.5,3,698,1,15
515,current,M,33,MEDIUM,9.1,6,503,1,12
16096,saving,M,47,MEDIUM,8.1,10,683,0,14
11159,current,M,40,MEDIUM,2,10,606,0,7
12873,current,M,42,LOW,17.6,1,743,1,15
3896,current,M,62,MEDIUM,29.4,5,858,1,20
9741,saving,F,29,MEDIUM,4.5,2,966,0,13
995,current,M,30,MEDIUM,4,1,638,1,4
16702,current,M,53,LOW,23.1,3,448,0,11
16236,saving,M,53,LOW,16.5,5,623,0,11
14263,current,M,37,MEDIUM,13.6,1,623,0,2
18307,saving,M,33,LOW,5.2,5,883,1,2
4025,current,M,53,LOW,19.8,8,748,0,7
9465,current,M,35,LOW,13.5,2,725,1,16
8735,current,F,62,MEDIUM,16.8,1,802,1,20
19643,current,M,33,MEDIUM,11.7,9,247,1,15
15198,current,M,49,MEDIUM,14.5,5,737,1,19
9890,current,M,47,MEDIUM,24.3,3,372,1,3
560,current,F,47,MEDIUM,18.9,5,370,1,5
13937,current,M,47,MEDIUM,8.1,6,858,0,7
17620,saving,M,34,HIGH,14,7,867,0,14
16024,saving,F,32,MEDIUM,3.6,1,511,1,10
11554,current,M,58,MEDIUM,15.2,7,802,0,7
5872,current,M,33,LOW,1.3,4,249,1,4
2093,saving,M,30,MEDIUM,10,7,743,1,7
14515,saving,F,30,MEDIUM,3,6,233,0,7
3453,current,M,53,LOW,23.1,9,370,1,10
9676,current,M,30,LOW,2,2,653,1,16
10137,saving,M,64,MEDIUM,22,6,771,1,2
7995,saving,M,47,MEDIUM,10.8,9,314,1,3
16387,current,M,32,HIGH,9.6,4,710,1,19
5362,current,M,35,MEDIUM,3,9,713,1,9
14566,current,M,28,MEDIUM,0.8,9,244,1,15
15031,current,M,38,MEDIUM,7.2,4,823,1,10
2336,current,F,34,MEDIUM,9.8,5,249,1,8
14526,saving,M,37,LOW,3.4,2,966,1,19
2473,current,F,40,LOW,12,4,536,1,20
1141,current,F,32,LOW,1.2,3,505,1,19
12405,current,M,66,MEDIUM,46,3,866,1,9
4871,current,M,33,LOW,11.7,3,653,0,13
9691,current,F,66,MEDIUM,23,2,860,1,11
2238,current,M,221,LOW,100.5,2,244,1,20
14397,current,M,38,HIGH,3.6,10,249,1,5
11464,current,M,32,LOW,12,6,958,1,4
8881,current,M,44,MEDIUM,16.8,10,750,1,9
16888,saving,F,35,HIGH,4.5,10,299,0,19
16455,saving,M,33,MEDIUM,2.6,6,454,1,11
17600,saving,M,35,MEDIUM,4.5,10,653,1,16
1011,current,M,220,MEDIUM,120,3,639,1,2
15710,current,F,30,MEDIUM,4,3,268,1,18
3777,current,M,34,MEDIUM,7,8,614,0,5
6417,current,M,34,LOW,4.2,6,464,0,4
3183,current,M,53,LOW,16.5,7,506,1,11
12940,current,F,60,MEDIUM,20,6,958,0,6
17748,current,M,27,MEDIUM,4.2,3,447,1,19
18267,current,M,38,LOW,9,9,914,0,11
18836,current,M,47,MEDIUM,16.2,8,299,1,13
19896,current,M,53,MEDIUM,9.9,3,394,1,7
2185,current,M,35,MEDIUM,7.5,8,233,1,2
9960,saving,M,35,LOW,10.5,4,523,1,12
2189,current,M,47,LOW,16.2,1,743,1,20
5532,current,M,35,MEDIUM,6,8,638,1,5
10286,saving,M,35,LOW,13.5,6,805,1,9
14291,current,M,219,MEDIUM,119.4,6,633,1,7
9437,current,M,47,LOW,2.7,7,655,1,20
6113,current,M,30,MEDIUM,8,9,370,0,6
15931,current,F,39,MEDIUM,11.4,5,708,1,18
16724,current,F,53,MEDIUM,29.7,7,254,1,4
16139,current,F,33,MEDIUM,11.7,10,614,0,7
7876,current,M,32,MEDIUM,3.6,1,486,0,15
12368,current,M,33,MEDIUM,7.8,7,261,1,16
10276,current,M,42,LOW,11,6,445,1,8
3178,current,M,35,MEDIUM,15,4,243,1,7
12285,current,M,27,MEDIUM,1.4,2,330,1,2
10602,current,M,29,MEDIUM,5.4,4,488,0,18
2117,current,M,55,LOW,17.5,2,864,1,19
17113,saving,M,32,MEDIUM,2.4,7,315,1,12
12770,saving,M,50,MEDIUM,12,2,950,1,4
11834,current,M,29,LOW,6.3,10,653,1,7
749,current,M,38,MEDIUM,3.6,2,638,1,6
8155,current,M,63,MEDIUM,17.2,9,801,1,8
19955,current,M,38,MEDIUM,14.4,4,818,1,8
1082,current,M,33,MEDIUM,11.7,4,928,1,15
667,current,M,55,MEDIUM,17.5,7,653,1,7
3086,current,M,32,MEDIUM,2.4,4,355,0,12
406,current,M,62,MEDIUM,37.8,3,330,1,3
15406,current,M,30,MEDIUM,2,8,628,1,14
7829,current,M,37,MEDIUM,5.1,9,968,1,2
19472,current,F,37,LOW,17,2,802,1,15
16540,current,M,60,MEDIUM,20,2,748,0,16
1580,current,M,35,LOW,15,8,631,0,15
7144,current,M,40,MEDIUM,4,7,685,1,11
11602,current,F,35,MEDIUM,6,6,466,1,7
19375,current,M,32,MEDIUM,9.6,2,748,0,14
11926,current,M,29,LOW,7.2,1,535,1,6
4589,current,M,38,LOW,10.8,8,799,0,10
10957,current,F,118,MEDIUM,49,5,966,1,19
13863,current,M,34,MEDIUM,9.8,9,974,0,11
2521,current,M,56,MEDIUM,3.6,7,374,1,9
27,saving,M,62,MEDIUM,4.2,7,799,0,2
2373,saving,M,29,MEDIUM,5.4,3,683,1,17
3302,current,M,28,LOW,4.8,10,508,1,19
14356,current,M,29,MEDIUM,8.1,9,638,1,2
19824,saving,M,27,LOW,0.7,9,956,1,5
9316,saving,F,30,LOW,3,10,957,1,19
12884,saving,M,66,LOW,46,6,330,1,4
8707,current,M,30,MEDIUM,9,9,928,1,13
19134,saving,M,34,HIGH,12.6,7,614,0,5
19232,current,M,44,MEDIUM,21.6,7,245,1,18
15203,current,M,47,MEDIUM,8.1,2,836,0,11
11679,current,M,35,LOW,10.5,5,638,1,12
16227,current,M,29,MEDIUM,9,9,631,1,19
14487,current,F,27,MEDIUM,1.4,1,748,1,11
17171,current,M,62,MEDIUM,33.6,9,314,1,5
6792,current,M,38,HIGH,3.6,1,535,1,17
3080,current,M,40,MEDIUM,6,10,684,1,16
765,saving,M,42,MEDIUM,17.6,8,882,1,16
14173,saving,M,46,MEDIUM,13,6,614,1,10
6532,current,M,63,MEDIUM,12.9,10,566,1,17
18158,current,M,27,LOW,4.2,2,299,1,9
15626,saving,M,55,MEDIUM,14,1,446,1,16
3907,current,M,37,LOW,1.7,4,249,1,11
13266,current,M,55,MEDIUM,14,7,394,0,20
1406,current,M,34,MEDIUM,2.8,1,366,1,7
5433,current,M,30,MEDIUM,4,1,647,0,13
4469,current,M,60,MEDIUM,36,5,511,0,5
2487,saving,M,55,LOW,14,5,958,1,2
6933,current,M,39,LOW,3.8,10,454,0,19
19916,current,M,222,MEDIUM,80.8,6,256,0,2
8934,current,M,66,MEDIUM,46,8,261,0,18
6780,saving,F,47,MEDIUM,27,1,270,1,20
6370,current,M,47,MEDIUM,10.8,10,516,1,6
18138,current,M,32,LOW,12,5,267,0,15
19203,saving,M,49,HIGH,26.1,2,269,1,18
8432,saving,M,29,MEDIUM,7.2,10,686,1,2
7648,current,M,47,LOW,8.1,2,516,1,2
3283,current,F,34,MEDIUM,9.8,6,743,1,15
19014,current,M,33,MEDIUM,1.3,7,801,0,11
16432,current,F,38,HIGH,16.2,5,268,1,4
1583,saving,M,30,MEDIUM,5,7,269,0,18
5147,current,M,32,LOW,1.2,3,801,1,20
7893,current,M,38,MEDIUM,12.6,2,512,1,8
3277,current,M,34,MEDIUM,2.8,2,374,1,15
17353,current,M,50,MEDIUM,27,6,639,1,16
16526,current,M,30,MEDIUM,4,2,270,1,17
2077,current,F,66,MEDIUM,23,5,394,1,3
8209,current,M,66,HIGH,41.4,9,710,1,13
12722,current,F,28,MEDIUM,3.2,1,574,1,14
2466,current,M,29,MEDIUM,9,4,723,1,9
10061,saving,F,30,MEDIUM,8,3,805,0,8
2193,saving,F,44,LOW,4.8,3,748,1,14
7884,current,M,32,MEDIUM,3.6,5,950,1,8
927,current,M,37,MEDIUM,13.6,6,864,0,10
1566,current,M,34,MEDIUM,4.2,3,299,0,17
6062,current,F,27,LOW,6.3,3,801,1,2
7197,current,M,32,MEDIUM,1.2,6,355,1,10
590,current,M,38,LOW,3.6,9,684,0,18
14384,current,M,33,MEDIUM,13,2,656,1,13
9370,current,M,35,HIGH,10.5,2,866,1,12
7486,current,M,42,MEDIUM,15.4,3,755,1,14
19929,current,M,34,MEDIUM,9.8,8,812,1,20
15505,current,M,35,MEDIUM,3,5,299,1,7
16776,current,M,38,LOW,16.2,6,626,1,2
12168,current,M,25,MEDIUM,4,8,606,1,10
14349,current,M,53,LOW,19.8,8,882,1,5
13624,saving,F,58,MEDIUM,38,2,258,0,6
15736,current,F,46,LOW,15.6,10,588,0,17
15560,saving,M,56,LOW,28.8,9,588,0,8
334,current,M,27,LOW,4.9,8,448,1,13
5812,current,M,223,LOW,20.3,6,628,0,16
2921,saving,M,53,MEDIUM,33,4,247,0,17
3775,current,F,66,MEDIUM,23,3,860,1,5
7442,current,M,42,LOW,8.8,9,710,1,9
3621,current,M,30,LOW,10,5,799,1,16
5839,current,M,27,MEDIUM,7,10,394,1,7
11612,current,M,55,MEDIUM,24.5,4,249,1,10
13062,current,M,38,MEDIUM,14.4,4,269,1,3
3586,current,M,30,LOW,4,2,534,0,13
5319,saving,M,30,HIGH,6,1,538,0,16
8406,current,F,27,LOW,0.7,5,725,1,13
14264,saving,M,53,LOW,3.3,9,799,0,13
1853,current,F,66,LOW,41.4,4,633,1,17
5823,current,M,32,MEDIUM,12,8,945,1,10
3019,current,M,30,MEDIUM,6,10,485,1,4
1700,saving,M,30,LOW,5,7,395,0,12
3560,current,F,44,LOW,16.8,7,503,1,13
13095,current,M,50,LOW,24,9,966,0,16
70,saving,M,47,LOW,21.6,2,395,1,4
10660,current,M,37,MEDIUM,6.8,9,614,1,19
6451,current,M,47,MEDIUM,24.3,3,658,1,12
4422,current,M,27,HIGH,2.8,8,488,0,6
6402,current,M,44,MEDIUM,19.2,10,864,1,3
10207,current,M,28,LOW,0.8,1,737,1,20
8358,current,F,33,MEDIUM,7.8,8,796,0,8
695,current,M,42,MEDIUM,2.2,6,424,0,6
3749,current,F,56,LOW,32.4,1,921,1,4
702,current,M,60,HIGH,12,9,693,1,15
270,saving,M,27,LOW,7,3,686,0,11
18199,current,M,53,LOW,26.4,1,623,1,7
9948,saving,F,37,LOW,6.8,10,485,1,7
2013,current,M,37,LOW,1.7,10,330,1,4
15867,current,M,42,LOW,17.6,4,464,1,9
1808,current,M,47,MEDIUM,21.6,1,805,1,16
10032,current,M,33,LOW,5.2,4,123,0,20
8360,current,M,33,HIGH,5.2,3,836,1,3
19578,current,M,220,MEDIUM,140,9,683,0,3
11689,current,M,53,LOW,16.5,3,866,1,17
3765,saving,M,29,MEDIUM,5.4,8,554,1,13
18049,current,M,42,MEDIUM,8.8,10,867,1,11
18095,current,M,55,MEDIUM,31.5,1,506,1,17
13002,current,M,69,MEDIUM,44.1,1,723,0,7
6879,current,M,30,MEDIUM,4,1,855,1,10
642,saving,M,30,MEDIUM,8,10,640,0,6
18831,current,M,46,MEDIUM,10.4,6,536,0,8
19598,current,M,40,MEDIUM,10,8,574,1,11
577,saving,M,60,LOW,16,2,254,0,15
17382,current,M,29,MEDIUM,8.1,8,258,1,18
11776,current,M,40,MEDIUM,6,9,818,1,19
5203,current,M,62,MEDIUM,4.2,1,506,0,14
7116,current,F,32,HIGH,8.4,3,653,1,13
7763,current,M,53,LOW,9.9,5,464,1,15
19865,current,M,55,LOW,35,1,866,1,6
13942,current,M,31,MEDIUM,5.5,4,123,0,15
881,current,F,37,MEDIUM,17,10,506,1,3
3904,current,M,27,LOW,4.9,1,921,1,2
6507,saving,M,38,HIGH,1.8,4,503,0,11
18715,current,M,40,LOW,4,4,448,1,20
18907,saving,M,28,LOW,5.6,7,454,1,10
19499,current,M,33,MEDIUM,13,9,594,1,18
550,current,M,27,MEDIUM,2.1,4,882,1,15
1263,current,F,40,MEDIUM,12,2,254,1,9
4773,current,M,47,MEDIUM,18.9,3,937,1,14
16135,current,M,27,MEDIUM,7,1,269,1,9
8332,current,M,38,MEDIUM,9,4,539,1,8
10337,current,M,222,MEDIUM,20.2,4,523,1,14
9055,current,M,34,LOW,1.4,8,623,1,8
15212,current,M,66,MEDIUM,46,9,867,1,4
10522,current,M,66,LOW,27.6,8,737,1,8
8412,current,M,34,MEDIUM,11.2,10,512,1,5
19584,current,M,47,MEDIUM,10.8,1,771,1,15
1029,current,M,51,MEDIUM,31,8,249,1,11
2598,current,M,58,MEDIUM,22.8,9,855,1,20
12523,current,M,53,MEDIUM,16.5,8,628,1,17
1438,saving,M,35,MEDIUM,13.5,9,880,0,6
12653,current,M,35,MEDIUM,10.5,6,805,1,15
4818,current,M,118,MEDIUM,98,3,656,1,17
12710,current,M,35,MEDIUM,3,10,315,1,19
17513,current,M,55,LOW,3.5,6,686,0,6
9178,saving,M,32,MEDIUM,6,2,259,0,15
6425,current,M,47,MEDIUM,27,6,583,1,6
13763,current,M,33,MEDIUM,3.9,7,454,1,10
3034,current,M,37,MEDIUM,1.7,7,713,1,13
2183,current,M,53,MEDIUM,33,5,799,0,19
8079,current,M,66,LOW,32.2,2,385,1,2
656,current,M,60,LOW,36,6,805,1,12
14818,current,M,44,MEDIUM,19.2,5,299,1,10
12402,saving,M,62,MEDIUM,33.6,5,485,0,12
16936,current,M,32,MEDIUM,1.2,6,867,1,5
7560,current,M,60,MEDIUM,28,10,771,0,9
6654,current,M,40,MEDIUM,6,8,945,1,8
11368,current,M,69,MEDIUM,44.1,10,945,0,11
9500,current,M,39,HIGH,1.9,4,864,1,10
17395,current,M,55,MEDIUM,35,6,516,0,10
14334,current,M,58,HIGH,26.6,10,736,1,15
460,current,M,67,MEDIUM,28.2,3,296,0,10
7408,current,M,53,MEDIUM,9.9,7,486,1,9
18864,current,M,33,HIGH,11.7,5,858,0,5
8714,current,M,42,LOW,8.8,3,884,1,14
363,current,M,47,HIGH,5.4,4,536,0,10
14376,current,M,47,MEDIUM,5.4,1,809,1,11
4685,current,M,53,MEDIUM,26.4,8,523,1,9
18143,current,M,58,LOW,19,10,958,0,10
16886,current,F,33,LOW,9.1,4,485,0,20
19716,current,M,47,LOW,18.9,7,594,1,6
1630,current,M,35,MEDIUM,10.5,10,867,1,20
3990,current,M,33,MEDIUM,5.2,1,805,1,12
2666,current,M,40,LOW,18,4,743,0,7
8657,current,M,56,MEDIUM,36,2,863,0,13
6020,current,M,30,MEDIUM,4,1,370,1,8
14396,current,M,34,MEDIUM,7,2,713,1,2
10195,current,M,64,MEDIUM,26.4,7,957,1,4
14910,current,M,31,MEDIUM,6.6,3,330,1,16
10308,current,F,58,LOW,38,4,799,0,9
7527,saving,M,33,MEDIUM,5.2,1,653,0,17
4552,current,M,58,MEDIUM,19,6,812,1,16
18243,current,M,60,HIGH,40,8,454,1,19
15703,current,M,44,LOW,19.2,7,507,1,6
14675,saving,F,66,HIGH,36.8,2,685,1,13
10144,current,M,66,LOW,46,10,911,1,17
18928,current,M,223,LOW,101.5,2,737,1,8
18280,current,M,32,LOW,1.2,9,595,1,4
15830,current,M,118,LOW,58.8,5,814,1,15
25,current,M,33,MEDIUM,7.8,5,799,1,14
16446,current,M,66,MEDIUM,46,5,743,1,15
3301,current,M,35,MEDIUM,12,5,863,1,5
6361,current,M,47,MEDIUM,10.8,10,653,0,20
13332,current,M,60,HIGH,36,3,683,0,10
13575,current,M,40,MEDIUM,8,6,351,1,19
8901,current,M,34,HIGH,9.8,9,539,1,20
5961,saving,F,62,MEDIUM,16.8,10,805,1,20
19841,current,M,56,HIGH,28.8,10,723,1,18
411,current,M,33,MEDIUM,5.2,1,233,1,12
3008,current,M,27,LOW,4.2,7,233,1,12
16709,current,M,28,MEDIUM,5.6,1,537,1,4
5476,current,M,44,MEDIUM,14.4,4,394,1,11
6025,current,M,53,MEDIUM,23.1,10,922,1,12
13898,current,M,35,MEDIUM,7.5,9,299,1,8
3201,current,M,62,LOW,37.8,9,958,0,12
7727,saving,F,28,LOW,5.6,8,725,1,20
14450,current,M,56,LOW,7.2,1,536,1,10
19142,current,M,47,LOW,5.4,8,508,1,11
19440,current,M,34,LOW,2.8,4,516,1,13
14246,current,M,58,MEDIUM,30.4,3,324,0,4
13982,current,M,30,MEDIUM,6,7,268,1,8
2010,current,M,29,MEDIUM,5.4,1,256,1,10
736,current,M,29,MEDIUM,1.8,9,685,1,7
12534,current,M,58,MEDIUM,15.2,7,911,0,16
11938,current,F,46,MEDIUM,18.2,3,914,1,14
4118,current,F,28,MEDIUM,7.2,2,653,1,10
13050,current,M,35,MEDIUM,10.5,9,369,1,10
6296,current,F,40,LOW,6,9,268,0,3
1894,current,F,39,MEDIUM,17.1,6,245,1,16
17548,current,F,66,LOW,13.8,10,809,1,13
16580,saving,M,60,MEDIUM,4,1,299,1,5
7558,saving,M,32,LOW,12,2,268,1,15
17122,current,M,37,LOW,1.7,1,485,1,8
17923,current,M,28,MEDIUM,1.6,4,683,0,5
7966,saving,M,37,MEDIUM,3.4,4,268,1,2
14177,saving,M,69,MEDIUM,49,4,686,1,5
11802,saving,M,42,HIGH,15.4,6,485,1,17
10214,current,M,28,LOW,2.4,2,355,0,8
12131,current,M,27,MEDIUM,4.9,1,299,1,15
15789,current,M,31,MEDIUM,3.3,7,254,0,13
4499,current,M,37,MEDIUM,1.7,1,249,1,14
14673,current,M,30,LOW,6,1,535,0,18
5228,current,M,32,MEDIUM,1.2,9,330,1,20
17654,current,M,27,LOW,4.9,3,249,1,16
1842,current,M,38,MEDIUM,9,3,708,1,17
2839,current,M,28,MEDIUM,4,5,259,1,12
16794,current,M,34,MEDIUM,1.4,4,354,1,5
1256,current,M,219,MEDIUM,159.2,2,554,1,17
15247,current,M,27,LOW,4.2,6,771,1,8
14593,current,M,66,MEDIUM,46,5,424,1,12
16826,current,F,33,MEDIUM,13,6,447,1,5
16449,current,M,34,HIGH,9.8,10,855,1,6
3764,saving,F,30,MEDIUM,5,4,805,1,10
6618,current,F,53,MEDIUM,9.9,6,259,0,12
5006,current,M,35,MEDIUM,1.5,3,614,1,7
1041,current,M,47,HIGH,10.8,2,488,0,15
2070,current,M,37,MEDIUM,1.7,7,508,0,16
11111,current,M,47,MEDIUM,16.2,6,486,1,3
8986,current,M,28,MEDIUM,6.4,6,465,0,8
9417,current,M,30,MEDIUM,5,2,809,1,10
7685,saving,F,66,LOW,32.2,2,372,1,4
19568,current,M,30,LOW,7,4,574,1,13
19328,current,M,35,MEDIUM,9,7,743,1,20
1753,current,M,56,LOW,7.2,8,924,1,18
14019,saving,M,53,MEDIUM,26.4,8,628,0,4
17872,current,M,39,MEDIUM,11.4,9,331,1,17
16837,current,M,62,LOW,16.8,10,805,1,17
19202,current,M,61,LOW,4.1,8,269,1,7
9204,current,M,47,LOW,2.7,9,863,1,16
17228,current,M,38,LOW,3.6,5,855,1,4
12885,current,M,33,LOW,3.9,6,818,1,10
469,current,M,33,HIGH,2.6,10,743,1,15
3545,current,M,66,MEDIUM,41.4,1,698,0,2
1327,current,F,29,MEDIUM,6.3,9,355,0,10
11846,current,M,223,MEDIUM,40.6,5,710,0,5
10169,current,M,27,LOW,7,1,658,1,13
16375,current,M,35,MEDIUM,1.5,5,249,1,15
999,current,M,33,MEDIUM,9.1,3,248,0,5
9312,current,M,47,MEDIUM,16.2,4,394,1,5
13372,current,F,53,LOW,19.8,7,254,1,17
8345,current,M,37,MEDIUM,1.7,10,748,1,17
8555,current,M,32,MEDIUM,1.2,8,424,1,20
4927,current,M,60,MEDIUM,28,2,370,0,20
4493,current,M,58,MEDIUM,30.4,9,683,1,16
3181,current,M,35,LOW,6,1,889,1,17
9162,current,M,32,MEDIUM,7.2,6,755,0,17
19362,current,M,27,MEDIUM,4.9,2,488,1,15
2877,current,M,60,HIGH,20,7,538,1,19
7492,current,M,58,MEDIUM,38,10,537,1,14
10296,current,M,40,MEDIUM,14,4,355,1,6
8696,saving,M,38,MEDIUM,16.2,9,268,1,20
15656,saving,F,60,MEDIUM,16,8,908,0,14
8528,current,M,35,MEDIUM,7.5,8,355,0,16
15545,saving,M,66,MEDIUM,13.8,8,614,1,4
9441,current,M,29,LOW,7.2,1,516,0,19
9200,current,M,47,LOW,24.3,4,249,0,12
2815,current,M,53,MEDIUM,19.8,10,385,0,16
2475,current,M,55,MEDIUM,21,8,503,1,11
4715,saving,M,67,MEDIUM,4.7,8,593,0,5
7354,current,F,53,LOW,16.5,6,614,0,18
10729,current,M,25,MEDIUM,0.5,10,535,1,19
4275,saving,M,40,MEDIUM,6,1,866,0,8
17511,current,M,28,LOW,6.4,9,448,1,6
19145,current,M,60,MEDIUM,28,3,867,1,19
10023,saving,M,40,LOW,4,8,969,1,13
3762,current,M,34,MEDIUM,7,3,355,0,15
5457,current,M,34,MEDIUM,8.4,6,268,1,8
14094,current,M,33,LOW,10.4,2,448,1,17
3429,current,M,29,MEDIUM,0.9,9,626,1,19
8931,current,M,30,MEDIUM,9,7,233,1,12
17230,saving,M,46,MEDIUM,15.6,2,554,1,19
9135,saving,M,37,MEDIUM,5.1,5,908,1,4
9390,current,M,66,MEDIUM,36.8,2,394,1,5
3164,current,M,37,LOW,8.5,10,270,1,19
5988,current,F,53,LOW,9.9,9,354,0,15
13036,current,M,118,LOW,49,5,503,1,14
11988,current,M,31,HIGH,11,3,801,0,6
12059,current,M,29,MEDIUM,0.9,4,737,1,9
19991,current,M,60,MEDIUM,24,10,516,1,2
5815,current,M,66,MEDIUM,9.2,1,454,0,14
5459,saving,M,35,MEDIUM,9,9,748,0,10
15324,current,M,38,MEDIUM,18,10,248,1,7
13714,current,M,42,MEDIUM,15.4,3,428,1,10
12744,current,F,28,MEDIUM,0.8,10,771,0,7
1639,current,M,53,MEDIUM,3.3,9,606,1,3
6867,current,M,38,MEDIUM,5.4,2,615,1,10
9501,saving,M,40,MEDIUM,8,3,536,0,20
12212,current,M,27,MEDIUM,2.1,3,623,1,5
16624,saving,M,58,LOW,38,3,606,1,5
2545,current,F,53,MEDIUM,16.5,6,247,1,19
5528,current,M,118,MEDIUM,68.6,1,488,0,20
13511,saving,M,62,MEDIUM,37.8,10,247,1,10
18556,current,M,53,MEDIUM,6.6,3,448,1,11
5257,current,M,35,LOW,10.5,10,511,0,2
5225,saving,M,64,MEDIUM,4.4,6,750,1,7
12673,current,M,38,LOW,12.6,1,801,0,10
10570,current,M,47,HIGH,8.1,4,623,1,6
12376,current,M,49,LOW,29,7,737,1,5
10208,current,M,33,LOW,9.1,4,766,1,6
10020,current,F,62,MEDIUM,12.6,6,723,1,2
18092,current,M,32,MEDIUM,3.6,3,446,1,5
7724,current,M,47,HIGH,16.2,7,249,0,2
19656,current,M,47,MEDIUM,24.3,9,927,1,18
9870,saving,M,29,LOW,7.2,6,374,0,15
17858,current,M,56,HIGH,25.2,9,631,1,2
15289,current,M,29,HIGH,5.4,4,508,0,3
12398,current,M,66,MEDIUM,18.4,10,710,0,15
17982,current,M,28,MEDIUM,7.2,6,814,0,10
12555,current,M,66,MEDIUM,18.4,5,259,1,7
17701,current,M,30,MEDIUM,10,3,385,1,19
14014,current,M,49,LOW,17.4,6,446,1,3
15356,current,M,46,LOW,10.4,10,249,0,4
6674,current,M,64,MEDIUM,22,6,488,1,7
14004,current,M,27,LOW,3.5,4,809,0,10
13175,current,M,29,MEDIUM,5.4,9,684,1,16
12452,current,M,29,MEDIUM,2.7,3,623,0,4
17285,saving,M,42,MEDIUM,6.6,4,503,1,10
3738,current,M,62,MEDIUM,16.8,2,486,1,20
7234,current,F,34,MEDIUM,11.2,8,653,1,11
14474,current,M,55,LOW,14,5,623,1,4
16390,current,M,32,MEDIUM,7.2,9,245,1,19
9325,current,M,37,LOW,1.7,2,887,1,4
7722,current,M,29,HIGH,0.9,2,511,1,20
12670,current,F,53,MEDIUM,6.6,3,538,0,18
17105,current,M,53,MEDIUM,19.8,7,583,1,11
9206,current,M,27,MEDIUM,4.9,3,488,1,3
19419,current,M,51,MEDIUM,24.8,6,628,1,18
4264,saving,M,34,MEDIUM,14,1,958,0,3
19323,current,M,35,HIGH,10.5,4,269,1,12
19560,current,M,29,HIGH,1.8,8,796,1,6
2023,current,F,60,LOW,4,8,593,1,16
13443,saving,M,222,HIGH,20.2,1,934,1,4
18931,current,M,47,MEDIUM,2.7,9,274,1,16
808,saving,F,37,MEDIUM,8.5,4,638,1,11
2144,current,M,30,MEDIUM,5,5,631,1,12
3942,current,M,32,MEDIUM,2.4,9,394,1,12
14459,current,M,37,MEDIUM,1.7,5,537,0,19
19567,current,M,30,MEDIUM,10,2,623,1,16
19692,current,F,56,LOW,36,8,638,1,15
12156,current,M,27,MEDIUM,6.3,2,249,0,17
4044,current,M,32,MEDIUM,1.2,5,863,1,4
4680,current,F,32,MEDIUM,10.8,1,628,1,20
10731,current,M,40,LOW,4,9,267,0,17
16887,current,M,30,MEDIUM,7,2,259,1,3
4177,current,M,28,LOW,8,3,245,1,11
12932,saving,M,40,MEDIUM,16,7,771,1,13
10696,current,M,25,MEDIUM,1,10,536,1,15
4453,current,F,32,HIGH,7.2,8,518,0,14
7286,saving,F,62,MEDIUM,42,6,864,0,16
5019,saving,M,60,MEDIUM,4,8,805,0,13
2846,saving,F,53,LOW,19.8,10,623,1,6
9050,current,M,223,MEDIUM,142.1,3,503,0,3
789,current,M,29,MEDIUM,6.3,3,748,0,13
3175,current,M,47,MEDIUM,2.7,2,535,1,9
14961,current,M,50,HIGH,27,5,588,1,8
6316,current,F,223,MEDIUM,203,8,623,1,14
18751,current,M,29,MEDIUM,1.8,5,799,1,6
19412,current,M,66,MEDIUM,27.6,7,249,1,8
18856,current,M,27,MEDIUM,7,2,355,1,20
5149,current,M,29,MEDIUM,7.2,1,723,0,11
4819,current,M,66,LOW,41.4,10,746,1,6
13180,current,M,27,MEDIUM,3.5,10,554,0,20
5906,current,M,47,MEDIUM,27,8,631,1,14
15963,current,M,34,MEDIUM,4.2,7,324,0,16
7716,current,M,46,MEDIUM,26,10,445,1,3
11298,saving,M,62,MEDIUM,4.2,4,269,1,15
15842,current,F,33,LOW,6.5,4,454,1,2
14646,current,M,56,MEDIUM,28.8,7,969,0,8
19797,current,M,60,LOW,24,5,511,1,2
11245,current,M,66,LOW,13.8,1,269,1,11
15741,current,M,28,MEDIUM,6.4,6,748,1,19
8802,current,M,33,LOW,13,8,656,1,2
3165,current,M,30,LOW,4,10,516,1,4
16883,current,M,31,LOW,3.3,1,867,1,7
13841,current,M,34,MEDIUM,4.2,5,647,1,5
10004,current,M,55,LOW,10.5,8,771,0,7
11171,current,M,60,MEDIUM,16,5,638,1,8
6071,current,M,53,MEDIUM,29.7,6,762,1,3
2246,current,M,27,LOW,4.9,3,249,0,4
9860,current,M,34,MEDIUM,14,4,268,1,5
8971,saving,M,34,HIGH,12.6,10,685,1,3
5787,current,M,30,MEDIUM,4,9,882,0,16
15490,current,M,55,MEDIUM,31.5,1,685,1,10
6362,saving,M,35,LOW,9,9,748,1,17
18948,current,M,44,MEDIUM,7.2,9,448,1,18
3316,current,F,53,MEDIUM,33,10,945,1,13
13378,current,M,53,MEDIUM,13.2,6,123,1,17
